gene	G1	G2	G3	G4	N1	N2	N3	N4	N5
FBgn0053258	0	0	0	0	0	0	0	0	0
FBgn0036563	0	1	0	0	0	0	1	0	0
FBgn0263602	0	46	1	0	44	1	0	209	74
FBgn0036565	48	202	212	184	906	4	10	413	961
FBgn0036566	515	992	1451	85	618	24	111	109	1049
FBgn0036567	0	0	0	0	359	17	113	2	1
FBgn0036568	0	0	0	0	15	0	0	7	15
FBgn0036569	0	3	0	0	229	103	697	209	1
FBgn0036570	910	0	3	0	1303	0	0	0	131
FBgn0262987	4	0	0	0	4	0	0	0	0
FBgn0263603	189	498	507	170	2103	56	293	830	1001
FBgn0010280	2127	1115	274	114	1087	184	1089	1170	2210
FBgn0036571	2	0	199	120	22	2	2	55	842
FBgn0003076	336	142	2008	158	6030	422	2572	939	2526
FBgn0011016	2005	1205	886	144	452	19	238	426	695
FBgn0266724	141	263	122	10	99	13	164	21	183
FBgn0036574	0	83	415	2	55	75	470	3	220
FBgn0036575	0	0	45	0	0	0	1	143	0
FBgn0036576	1707	935	972	131	654	84	415	563	818
FBgn0052152	0	0	0	0	0	0	0	0	0
FBgn0053796	0	0	0	0	0	0	0	2	0
FBgn0053795	0	0	0	0	0	0	0	0	0
FBgn0267318	0	0	0	0	0	0	0	0	0
FBgn0267319	0	1	0	0	0	2	13	0	0
FBgn0266986	0	0	0	0	0	0	0	0	0
FBgn0053687	0	0	0	0	0	0	0	0	0
FBgn0053688	0	0	0	0	1	0	0	0	0
FBgn0053689	1	2	0	0	200	0	0	0	0
FBgn0053690	0	0	0	0	127	0	1	0	0
FBgn0036577	1	0	53	0	0	0	0	0	1
FBgn0264483	0	0	5	0	0	0	0	0	0
FBgn0052153	0	0	0	0	0	0	0	0	0
FBgn0263605	1	0	137	0	593	0	0	0	1
FBgn0036579	419	202	1	0	1547	154	1092	125	183
FBgn0036580	503	520	339	0	416	14	173	197	199
FBgn0036581	302	2	100	0	255	40	245	247	97
FBgn0263606	23	0	112	0	410	33	198	53	0
FBgn0263607	416	0	3	0	28	81	604	21	307
FBgn0263608	1	1	0	0	1	12	98	0	0
FBgn0036583	0	0	0	0	197	6	31	158	69
FBgn0036584	1	0	1	7	361	0	1	3	285
FBgn0040801	0	0	0	0	0	0	0	0	0
FBgn0085276	0	0	0	0	0	0	0	0	0
FBgn0036585	0	0	0	0	0	0	0	0	0
FBgn0036586	0	0	0	0	0	0	0	1	0
FBgn0040799	0	0	0	0	0	0	0	0	0
FBgn0040798	0	0	0	0	0	0	0	0	0
FBgn0036587	0	0	0	0	0	0	0	0	0
FBgn0036588	0	0	0	0	0	0	0	0	0
FBgn0085277	0	0	0	0	0	0	0	0	0
FBgn0036589	0	0	0	0	0	0	0	0	0
FBgn0040797	0	0	0	0	0	0	0	0	0
FBgn0036590	0	0	0	0	0	0	0	0	0
FBgn0036591	0	0	0	0	0	0	0	0	0
FBgn0040796	0	0	0	0	0	0	0	0	0
FBgn0036592	0	0	0	0	0	0	0	0	0
FBgn0036593	0	0	0	0	0	0	0	0	0
FBgn0036594	0	0	0	0	0	0	0	0	0
FBgn0036595	0	0	0	10	0	0	0	0	0
FBgn0036596	183	0	0	7	0	0	0	0	0
FBgn0036597	0	0	0	0	0	0	0	0	0
FBgn0036598	14	14	5	4	0	0	0	1	0
FBgn0036599	0	0	0	1	0	0	0	0	0
FBgn0267550	0	0	0	0	0	0	0	0	0
FBgn0262894	0	0	0	0	0	0	0	0	0
FBgn0036600	0	0	1	0	0	0	0	0	0
FBgn0036601	0	0	0	0	0	0	0	0	0
FBgn0036602	0	0	0	0	0	0	0	0	0
FBgn0052160	0	0	0	0	0	0	0	11	1
FBgn0036603	0	0	0	0	0	0	0	0	1
FBgn0042201	0	0	0	0	0	0	0	0	0
FBgn0267223	0	0	0	0	0	0	0	0	0
FBgn0036605	0	0	0	0	0	0	0	0	0
FBgn0267224	0	0	0	0	0	0	0	0	0
FBgn0036606	0	0	0	0	0	0	0	0	0
FBgn0261635	0	0	0	0	0	3	16	0	0
FBgn0036607	0	0	0	0	0	0	0	0	0
FBgn0036608	0	0	0	0	0	0	0	0	0
FBgn0036609	0	0	0	0	0	0	0	0	0
FBgn0040795	0	0	0	0	0	0	0	0	0
FBgn0036610	0	0	0	0	0	0	0	0	0
FBgn0053061	0	1	0	0	3	1	0	1	0
FBgn0053060	0	0	0	0	23	0	0	0	0
FBgn0040074	0	0	0	0	55	0	0	1	0
FBgn0040794	0	0	0	0	31	0	0	0	0
FBgn0036612	0	0	0	0	0	0	0	0	0
FBgn0267553	0	0	0	0	0	0	0	0	0
FBgn0053257	0	0	0	0	0	0	0	0	0
FBgn0285951	34	138	154	12	352	12	252	95	54
FBgn0036614	116	0	0	0	3	154	778	192	193
FBgn0052357	0	0	0	0	0	0	0	0	0
FBgn0283681	0	0	1	1	0	3	72	0	0
FBgn0011693	0	0	0	0	0	0	0	0	0
FBgn0267554	0	0	0	0	0	0	0	0	0
FBgn0266417	4	3	2	1	283	87	360	276	611
FBgn0036617	0	0	0	0	0	0	0	0	0
FBgn0036618	0	0	29	0	0	0	0	0	0
FBgn0036619	0	0	0	0	0	0	0	0	0
FBgn0036620	0	0	0	0	0	0	0	0	0
FBgn0042137	0	0	0	0	0	0	0	0	0
FBgn0036621	752	921	326	107	1732	106	545	46	954
FBgn0036622	0	0	0	0	0	0	0	1	0
FBgn0036623	648	3213	1436	263	1092	132	911	146	320
FBgn0036624	10	424	23	70	929	33	307	536	1627
FBgn0266099	0	0	0	44	106	0	0	12	0
FBgn0036627	0	122	2	0	337	11	59	1	0
FBgn0014163	2906	6749	2398	682	11704	1354	6991	6063	10897
FBgn0028399	594	855	644	328	1013	397	3482	894	1917
FBgn0036629	0	0	0	15	1	0	0	140	1
FBgn0027080	436	793	431	127	356	52	500	273	835
FBgn0053158	1	36	249	3	124	2	0	0	53
FBgn0261799	0	0	0	0	0	0	0	88	0
FBgn0004569	14	1	0	28	0	3	26	116	3
FBgn0263131	0	2	46	0	480	12	55	383	2
FBgn0260388	0	0	263	71	88	17	328	117	124
FBgn0003515	4	0	0	0	70	1	1	4	1
FBgn0036638	0	0	0	0	0	0	0	0	0
FBgn0036639	0	0	0	0	0	0	0	0	0
FBgn0026061	2	0	3	1	395	58	202	62	29
FBgn0262842	0	0	0	0	0	0	1	0	0
FBgn0262732	848	414	1156	69	3679	282	1451	1052	1906
FBgn0036640	0	1	0	178	0	56	427	0	0
FBgn0036641	303	449	217	3	790	85	637	454	567
FBgn0263975	0	0	0	0	0	0	0	0	2
FBgn0028693	1212	560	199	8	289	56	404	93	84
FBgn0250814	95	100	7	24	803	94	1089	344	1789
FBgn0036643	371	334	273	19	0	41	379	179	99
FBgn0267555	0	0	3	0	0	0	0	4	0
FBgn0052163	0	0	2	4	22	1	22	4	20
FBgn0002283	691	148	411	27	1935	5	16	9	434
FBgn0003741	1	393	1	6	1949	153	1170	547	801
FBgn0027500	0	0	0	7	12	95	792	216	695
FBgn0042178	80	0	9	9	201	14	90	48	41
FBgn0036646	1	2	0	33	480	30	336	106	160
FBgn0042177	503	3	126	53	1125	82	491	163	267
FBgn0036648	60	358	0	55	376	32	239	72	201
FBgn0002284	1596	2046	1855	105	1761	186	1271	551	531
FBgn0004465	946	77	609	51	1127	118	715	271	337
FBgn0025558	28	16	17	0	28	2	22	25	13
FBgn0267525	0	0	0	0	0	0	0	0	0
FBgn0017572	1245	1691	617	163	1660	22	91	403	588
FBgn0000017	684	1026	362	149	788	111	649	276	480
FBgn0260960	14	987	779	43	1900	202	1205	1271	1780
FBgn0041721	22	0	0	1	2	0	0	6	0
FBgn0010223	1	1	1	48	416	0	1	13	0
FBgn0267697	0	0	2	0	0	0	0	2	0
FBgn0266776	0	0	0	0	20	0	0	0	0
FBgn0040512	133	1434	251	115	655	14	180	117	119
FBgn0036652	0	0	0	0	0	0	0	0	0
FBgn0264605	0	0	0	0	0	0	0	0	0
FBgn0063485	0	0	0	0	0	0	0	0	0
FBgn0266689	0	0	0	0	25	0	0	0	0
FBgn0267557	0	107	0	0	0	0	0	66	1
FBgn0036654	0	0	0	0	0	0	0	21	0
FBgn0000414	0	167	608	0	1953	108	813	579	863
FBgn0036656	0	0	0	0	0	0	0	0	0
FBgn0036655	0	0	0	0	0	0	0	0	0
FBgn0043577	0	0	0	0	0	1	2	0	0
FBgn0043578	0	0	0	0	0	0	0	0	0
FBgn0004556	0	0	250	0	0	1	0	0	0
FBgn0036659	0	1	51	0	0	0	0	1	0
FBgn0262099	0	0	6	0	0	0	0	0	0
FBgn0267934	48	0	0	0	0	0	0	0	0
FBgn0004108	2176	99	2068	893	4698	416	2995	3338	4701
FBgn0036660	0	1	0	67	564	89	493	98	494
FBgn0036661	3271	1367	1009	43	2974	226	1427	818	2924
FBgn0036662	1	0	1	0	0	0	0	0	0
FBgn0025582	901	1100	1100	130	448	104	1119	711	1323
FBgn0036663	71	346	1929	32	8774	543	4730	1985	3846
FBgn0021768	337	732	475	73	1679	125	731	205	765
FBgn0036665	0	0	0	0	7	0	14	1	12
FBgn0036666	299	1202	1126	142	962	195	1006	137	903
FBgn0036667	280	270	291	28	410	23	214	98	172
FBgn0036668	48	426	115	7	1106	98	651	330	585
FBgn0052161	0	0	0	0	0	0	0	74	0
FBgn0003250	0	0	0	0	0	0	0	65	2
FBgn0003410	34	1129	717	38	1530	112	681	350	511
FBgn0259794	0	0	0	0	1	0	0	69	0
FBgn0036670	0	0	0	0	66	0	0	127	0
FBgn0036671	2	0	0	0	613	14	130	2	235
FBgn0261565	365	2333	740	16	160	8	5	15	302
FBgn0052170	0	0	0	0	0	0	0	0	0
FBgn0267558	0	0	0	0	1	0	0	0	0
FBgn0036676	0	0	0	0	0	0	0	0	0
FBgn0036677	0	0	0	0	0	0	0	0	0
FBgn0036678	0	0	0	1	0	0	0	1	0
FBgn0036679	0	0	0	0	0	0	0	0	0
FBgn0036680	1	0	0	0	44	3	34	14	46
FBgn0036681	0	0	8	0	3	0	0	1	1
FBgn0010352	545	220	1244	194	2259	356	2128	1928	4985
FBgn0261547	237	11	734	7	0	0	0	28	1
FBgn0036684	968	339	726	80	855	168	1162	119	1
FBgn0262189	0	0	0	0	0	0	0	0	0
FBgn0036685	475	47	418	190	1625	167	1089	205	1728
FBgn0036686	331	0	0	13	1	0	0	36	835
FBgn0036687	0	0	0	0	0	0	0	0	0
FBgn0011293	0	113	0	0	0	0	0	0	0
FBgn0036688	0	0	0	0	0	0	0	0	1
FBgn0036689	0	0	0	0	0	0	0	275	0
FBgn0036690	0	0	0	0	0	0	0	32	0
FBgn0267320	0	0	0	0	0	0	0	7	0
FBgn0262895	0	0	0	7	1	0	0	14	0
FBgn0036691	0	444	0	0	124	5	32	0	508
FBgn0261872	167	463	1	0	1496	218	1369	369	1017
FBgn0036695	193	756	0	0	328	94	821	61	34
FBgn0036696	167	90	19	0	1	11	131	60	154
FBgn0010424	966	736	0	55	27	0	3	10	73
FBgn0036697	570	466	2	50	684	31	231	319	1315
FBgn0036698	0	0	0	0	0	0	0	0	0
FBgn0260943	501	1508	610	245	12169	853	3753	4889	8819
FBgn0263381	29	0	12	0	112	0	0	0	0
FBgn0036702	411	34	23	56	940	71	490	11	1
FBgn0036703	0	1	0	0	0	1	0	0	0
FBgn0264462	385	0	178	6	0	5	45	0	0
FBgn0036704	3	0	0	0	0	0	0	0	0
FBgn0264466	0	0	0	0	0	0	0	0	0
FBgn0036705	0	0	0	0	0	20	102	1	0
FBgn0266985	0	0	0	0	1	0	1	0	0
FBgn0262376	0	0	28	3	0	0	0	0	0
FBgn0036706	0	0	0	0	0	0	0	0	0
FBgn0036707	0	0	0	0	0	0	0	0	0
FBgn0036708	0	0	0	0	0	0	0	0	0
FBgn0036709	0	0	0	2	0	0	0	0	0
FBgn0265756	0	0	0	0	5	2	15	0	0
FBgn0265757	0	0	0	0	7	0	0	0	0
FBgn0036710	165	1	0	38	27	0	0	0	690
FBgn0052173	0	0	0	0	0	0	0	0	0
FBgn0036711	0	0	0	0	5	0	0	0	0
FBgn0036712	0	0	0	0	0	0	0	0	0
FBgn0036713	2	3	1	0	0	16	122	55	233
FBgn0036714	0	2	0	0	2	1	2	269	0
FBgn0015550	4	1	0	0	628	53	446	298	448
FBgn0267248	0	0	0	0	0	0	0	0	0
FBgn0036715	0	0	77	0	0	0	0	1	0
FBgn0036716	0	0	0	0	0	0	0	0	0
FBgn0036717	0	0	0	0	3	0	2	9	0
FBgn0027660	0	0	65	3	0	0	1	0	0
FBgn0026197	954	717	798	216	34396	2036	19434	12421	22031
FBgn0266669	530	799	28	49	227	0	0	1	445
FBgn0040793	1496	1623	807	207	2648	57	783	882	1465
FBgn0053051	122	47	25	14	171	23	125	19	1
FBgn0053052	50	154	94	0	187	2	25	1	1
FBgn0042641	0	0	0	0	0	0	0	0	0
FBgn0052174	11	0	0	0	21	1	1	0	8
FBgn0052176	0	1	32	24	235	19	123	2	136
FBgn0036723	0	0	0	0	3	3	0	7	1
FBgn0036725	2	13	2	6	819	41	259	660	276
FBgn0265758	0	0	0	0	0	0	0	0	17
FBgn0036726	407	841	389	134	662	11	149	110	632
FBgn0036727	7	2	0	0	0	0	0	2	0
FBgn0036728	1116	1565	1051	107	2161	168	1507	717	1590
FBgn0085279	108	147	12	6	212	0	57	11	245
FBgn0036729	0	56	0	0	1	0	0	0	95
FBgn0036730	0	168	0	0	0	0	0	0	54
FBgn0036731	0	0	0	0	0	0	0	0	0
FBgn0036732	224	1005	460	131	1295	83	604	158	723
FBgn0052185	0	0	0	0	0	0	0	0	0
FBgn0036733	615	1	5	50	232	95	617	213	0
FBgn0036734	5	319	265	1	831	103	712	612	748
FBgn0036735	86	1600	462	70	497	122	703	780	1022
FBgn0263478	0	0	0	0	0	0	0	0	3
FBgn0266675	0	0	0	0	0	0	0	0	0
FBgn0259174	236	1	16	26	210	6	36	222	352
FBgn0023197	0	0	0	0	0	0	0	0	28
FBgn0036738	0	0	0	0	73	0	0	0	0
FBgn0025455	235	337	1228	37	4530	216	1164	1651	900
FBgn0000567	509	768	677	137	69	20	138	30	18
FBgn0086080	0	0	0	0	0	0	0	0	0
FBgn0036740	1172	798	1232	57	506	147	799	475	815
FBgn0036741	72	1	22	0	104	73	545	788	610
FBgn0261454	0	0	0	0	0	0	0	0	0
FBgn0265759	0	0	16	0	0	0	0	43	0
FBgn0265760	0	0	0	0	0	0	0	16	0
FBgn0036742	2	1	1	0	0	0	1	13	0
FBgn0004401	541	61	170	46	1669	282	1456	697	1704
FBgn0262531	4707	3893	5629	502	514	32	202	209	669
FBgn0052177	10	1113	185	18	647	20	135	434	780
FBgn0052179	255	0	60	0	362	21	108	3	234
FBgn0036745	211	0	162	9	265	20	180	192	240
FBgn0036746	286	1281	158	13	123	57	325	310	192
FBgn0065088	0	0	0	0	0	0	0	0	0
FBgn0085280	0	0	0	0	77	0	0	0	45
FBgn0052183	0	0	0	38	673	62	458	380	32
FBgn0267638	0	0	0	0	0	0	0	7	0
FBgn0261294	1	0	192	6	0	4	66	0	60
FBgn0036747	0	0	0	0	0	0	15	0	0
FBgn0036749	0	0	0	0	0	0	0	0	0
FBgn0036750	0	0	0	0	0	0	0	27	0
FBgn0036751	0	0	0	0	0	0	0	0	0
FBgn0036752	934	1	320	51	0	1	0	138	0
FBgn0043025	0	11	0	0	0	0	0	0	0
FBgn0052182	0	0	0	0	0	0	0	0	0
FBgn0052181	0	0	0	0	2	0	0	0	0
FBgn0265879	0	0	0	0	0	0	0	1	0
FBgn0261997	0	0	0	0	0	0	0	0	0
FBgn0261998	0	0	0	0	0	0	0	0	0
FBgn0052190	576	1594	2016	310	1145	66	346	538	2126
FBgn0036754	2	428	284	1	15	77	407	262	7
FBgn0052187	0	0	0	0	459	40	293	4	307
FBgn0052191	2	1	0	0	16	0	0	0	0
FBgn0036756	1	448	0	0	0	0	0	150	0
FBgn0036757	0	0	0	0	0	0	0	0	0
FBgn0261402	0	0	0	0	0	0	0	0	0
FBgn0261401	0	0	0	0	0	0	0	0	0
FBgn0001134	64	0	0	19	0	0	0	0	1
FBgn0052188	0	0	0	0	0	0	0	0	0
FBgn0052189	0	0	0	0	0	0	0	0	0
FBgn0036759	1	0	23	23	0	2	21	0	0
FBgn0036760	132	10	259	11	32	29	143	0	37
FBgn0266685	0	0	2	0	0	0	0	0	0
FBgn0036761	1060	413	97	24	438	48	226	343	408
FBgn0036762	879	1271	1389	198	3106	214	1361	842	1050
FBgn0036763	79	17	31	5	653	3	6	26	1
FBgn0036764	1277	2872	1245	69	1005	89	927	1	24
FBgn0054002	0	0	0	0	0	0	0	22	3
FBgn0262532	0	0	0	0	0	0	0	0	0
FBgn0262533	0	0	2	0	0	1	0	0	39
FBgn0036765	2	89	321	0	0	0	0	1	0
FBgn0036766	0	0	0	0	0	0	1	2	1
FBgn0260721	0	0	0	0	0	0	0	0	0
FBgn0036767	0	0	0	0	0	0	0	0	0
FBgn0036768	0	0	0	0	0	0	0	0	0
FBgn0036769	0	0	0	0	0	1	0	0	37
FBgn0036770	472	352	291	0	12	2	11	66	3
FBgn0036771	0	0	0	0	2	0	1	216	207
FBgn0036772	0	1	543	0	1	0	1	268	38
FBgn0267794	0	0	1	0	1	0	0	0	2
FBgn0266942	0	0	0	0	1	0	0	1	0
FBgn0000568	1073	1671	989	84	3681	303	1214	1567	3045
FBgn0267581	0	0	16	0	0	0	0	0	0
FBgn0086081	0	0	0	0	56	3	39	1	81
FBgn0267582	0	0	0	0	0	9	23	0	0
FBgn0052192	0	0	0	7	144	0	0	6	2
FBgn0259739	0	0	0	0	53	0	0	0	0
FBgn0264748	0	252	0	7	0	0	0	1	0
FBgn0264747	0	0	0	8	0	0	0	0	0
FBgn0264746	1	0	0	6	1	0	3	0	0
FBgn0266940	0	0	0	0	0	0	0	0	0
FBgn0266941	0	0	19	0	0	0	0	0	0
FBgn0262898	0	0	0	0	0	4	37	0	8
FBgn0052194	0	0	0	0	0	0	0	0	0
FBgn0085282	0	0	0	0	0	0	0	0	35
FBgn0036773	0	1	171	52	11	37	214	9	139
FBgn0036774	122	0	170	26	398	39	323	137	255
FBgn0036775	80	67	321	65	130	0	0	17	245
FBgn0002901	1	0	0	66	2	1	1	3	2
FBgn0052195	0	2	290	63	0	0	0	0	0
FBgn0036777	0	26	0	1	5	19	205	0	0
FBgn0262100	0	0	7	4	3	0	0	3	1
FBgn0036778	0	0	22	0	57	1	0	1	0
FBgn0265880	0	18	0	0	0	0	0	0	0
FBgn0020300	0	0	175	0	0	0	1	1	8
FBgn0036780	0	0	0	0	0	28	203	0	154
FBgn0036781	0	0	1	0	0	0	0	0	0
FBgn0003997	15	0	42	13	1	0	0	0	0
FBgn0266769	0	0	54	0	0	0	0	0	0
FBgn0036782	0	0	0	0	91	0	0	0	58
FBgn0267597	1	0	0	0	3	1	0	3	1
FBgn0267599	0	0	0	0	0	1	6	0	0
FBgn0267598	0	0	0	0	0	0	0	0	0
FBgn0036783	0	0	0	0	0	0	1	0	0
FBgn0036784	0	0	0	0	0	0	0	0	2
FBgn0262998	0	0	0	0	0	0	0	0	0
FBgn0036785	0	0	0	0	0	0	0	0	0
FBgn0015946	81	159	18	0	60	0	0	9	33
FBgn0267637	0	0	0	0	0	0	0	0	0
FBgn0267636	0	0	0	0	0	0	0	0	0
FBgn0011706	116	809	0	54	123	4	8	72	1
FBgn0267935	0	0	0	12	0	2	22	0	13
FBgn0036786	931	387	323	0	368	45	435	63	1
FBgn0262969	0	0	0	0	0	0	0	1	0
FBgn0265881	0	0	0	0	0	0	0	33	0
FBgn0265882	0	0	0	0	0	0	0	28	0
FBgn0052196	0	94	0	0	22	0	0	1	4
FBgn0036787	0	0	0	0	0	0	0	10	1
FBgn0028415	0	0	0	0	3	0	0	0	0
FBgn0028416	0	0	0	0	1	0	0	0	0
FBgn0265883	0	0	0	0	77	0	0	0	0
FBgn0265884	0	0	0	0	0	0	0	0	0
FBgn0036789	1	1	0	2	1177	51	327	420	950
FBgn0052198	0	0	0	0	467	211	606	309	451
FBgn0036790	0	0	42	0	688	1	1	0	0
FBgn0266984	0	0	0	0	0	0	0	0	0
FBgn0036791	0	0	0	0	0	0	0	0	0
FBgn0003683	0	0	0	0	0	0	0	0	0
FBgn0266938	0	0	22	0	0	0	0	1	1
FBgn0266939	0	0	0	0	0	0	0	0	0
FBgn0036793	0	0	0	0	8	0	0	0	0
FBgn0036799	0	0	0	0	0	0	0	0	0
FBgn0265268	0	0	0	0	0	0	0	0	0
FBgn0036795	0	0	0	0	0	0	0	0	0
FBgn0036796	0	0	0	0	0	0	1	1	0
FBgn0052201	0	0	0	0	0	0	0	0	0
FBgn0052199	0	0	1	0	1	0	0	0	0
FBgn0013717	1	1	444	1	378	142	1042	3	376
FBgn0052200	0	0	0	0	0	0	0	0	0
FBgn0259791	0	1	1	0	1	0	0	0	126
FBgn0036801	149	263	69	5	21	52	274	96	239
FBgn0260027	213	0	0	0	0	0	0	39	0
FBgn0042134	1184	353	274	174	5459	214	1246	1461	3495
FBgn0040322	0	0	125	0	0	0	0	0	0
FBgn0040323	4	0	146	23	1	1	2	0	0
FBgn0085283	5	0	0	0	0	0	0	0	0
FBgn0036804	98	0	1	9	0	20	137	6	177
FBgn0052202	0	59	164	0	0	18	62	21	184
FBgn0036805	645	1407	648	132	674	172	1248	549	689
FBgn0036806	0	0	0	0	0	0	0	0	0
FBgn0264719	0	0	0	0	0	0	0	0	0
FBgn0036807	0	0	0	0	0	0	0	0	0
FBgn0036808	0	0	0	0	0	0	0	0	0
FBgn0265885	0	1	0	0	0	2	11	0	0
FBgn0036809	0	0	0	0	1	0	0	0	0
FBgn0264717	1	0	0	0	0	0	0	0	0
FBgn0036810	0	0	0	0	0	0	0	0	1
FBgn0036811	331	231	0	17	280	22	237	48	171
FBgn0036812	189	1	491	0	1	5	67	4	1
FBgn0036813	320	556	82	10	701	2	3	93	1027
FBgn0001078	4	6	336	0	143	49	252	68	486
FBgn0267600	0	0	44	0	0	0	0	0	0
FBgn0267601	0	0	0	0	0	0	1	1	0
FBgn0036814	949	650	34	21	195	63	540	401	441
FBgn0036815	230	300	99	21	594	3	1	148	251
FBgn0000261	1005	1996	1090	183	361	9	202	155	26
FBgn0036816	3712	3133	751	181	11	0	1	1	16
FBgn0052027	1	0	189	3	0	0	0	1	20
FBgn0266937	12	214	18	0	940	51	280	240	483
FBgn0266936	0	0	0	0	15	11	105	58	7
FBgn0267572	323	0	2	0	1	3	30	2	387
FBgn0262461	0	0	0	0	0	0	0	0	0
FBgn0036817	0	0	0	0	0	0	0	0	0
FBgn0036818	154	1	0	0	602	1	0	2	1
FBgn0036819	0	217	0	0	2	0	0	0	0
FBgn0036820	592	323	265	45	134	0	2	1	137
FBgn0025807	0	0	196	0	364	0	0	0	249
FBgn0085284	36	18	1	0	0	3	67	0	78
FBgn0014075	1464	936	1452	272	1338	48	445	1314	557
FBgn0036821	2	2	32	0	185	10	61	117	676
FBgn0036822	0	2	0	1	0	0	0	0	0
FBgn0036824	2616	3774	2198	240	0	34	162	21	0
FBgn0086661	0	54	0	0	0	0	0	0	0
FBgn0036825	5379	4922	3363	556	6281	358	3158	1759	3021
FBgn0036826	66	0	0	21	0	0	5	0	1
FBgn0036827	132	9	2	18	2	0	11	70	313
FBgn0027057	3	91	449	96	1	31	249	173	508
FBgn0036828	157	0	206	17	754	19	120	288	273
FBgn0036830	0	0	0	0	0	0	0	0	0
FBgn0036829	0	0	0	0	0	0	0	0	0
FBgn0036831	0	0	0	0	0	0	0	0	0
FBgn0036832	2	0	0	0	0	0	0	0	0
FBgn0036833	1	0	0	0	0	0	0	0	0
FBgn0052204	1	2	1	1	522	210	990	373	798
FBgn0262351	0	0	0	0	0	0	0	21	0
FBgn0036834	0	2	1	0	0	0	0	0	1
FBgn0267249	0	0	0	0	0	0	0	0	0
FBgn0036835	1	0	0	0	0	0	1	0	1
FBgn0036836	0	1	0	0	0	0	0	0	0
FBgn0085285	0	0	0	0	0	0	0	1	0
FBgn0036837	195	140	6	0	1036	131	1097	587	215
FBgn0036838	0	79	553	19	433	0	4	3	2
FBgn0036839	0	0	0	0	0	0	0	0	0
FBgn0002945	276	20	142	2	134	15	117	120	116
FBgn0267602	0	0	0	0	0	0	0	0	0
FBgn0015586	0	0	0	0	0	0	0	0	0
FBgn0265886	0	0	0	0	0	0	0	0	0
FBgn0263326	0	0	0	0	0	0	0	0	0
FBgn0036842	1542	1	608	3	1263	60	587	587	2
FBgn0036843	478	530	993	141	1130	30	256	124	19
FBgn0036844	708	607	1369	149	2273	44	303	967	835
FBgn0266935	56	6	58	18	0	0	0	0	0
FBgn0036846	621	1099	102	114	13	46	364	52	10
FBgn0036847	920	254	225	42	19	54	290	449	342
FBgn0036848	593	1474	384	132	4	23	177	136	3
FBgn0036849	0	0	0	0	0	0	0	1	0
FBgn0036850	59	206	435	0	494	8	121	1	308
FBgn0036851	0	0	9	0	2	0	0	33	0
FBgn0052203	0	0	0	0	0	0	0	0	0
FBgn0016797	1295	1232	459	108	1065	68	378	569	1963
FBgn0267603	0	44	0	0	0	0	0	0	181
FBgn0264485	0	0	0	7	14	0	0	1	1
FBgn0053647	0	0	9	0	0	0	0	0	0
FBgn0264484	0	0	0	0	0	0	0	0	0
FBgn0267936	0	0	0	0	0	5	34	0	0
FBgn0036853	392	739	394	84	701	16	157	23	266
FBgn0040075	86	0	1	0	1103	0	1	362	583
FBgn0026630	500	2	6	73	171	31	347	88	1
FBgn0266737	0	0	0	4	26	0	0	0	0
FBgn0260857	320	1	51	4	662	13	103	229	106
FBgn0017578	104	576	231	0	198	9	28	153	60
FBgn0259720	0	0	0	0	0	0	0	0	0
FBgn0036856	0	0	0	0	0	0	0	0	0
FBgn0266456	0	0	0	21	0	0	0	0	0
FBgn0036857	0	539	354	68	0	0	0	0	0
FBgn0036859	0	0	0	0	1	1	0	0	28
FBgn0036858	0	0	0	0	0	0	0	0	0
FBgn0036860	0	0	0	0	6	16	117	0	0
FBgn0036861	2	0	1	0	47	0	0	0	0
FBgn0036862	125	283	365	114	1461	163	927	452	2181
FBgn0028380	48	523	280	66	0	1	9	76	37
FBgn0267715	0	0	0	0	0	0	0	0	0
FBgn0003089	1	1	0	35	68	14	103	102	0
FBgn0052206	2	51	1	39	1878	57	287	153	39
FBgn0036868	0	0	0	0	0	0	2	0	0
FBgn0264697	0	0	0	0	0	0	0	0	0
FBgn0052205	56	86	14	0	9	1	2	7	10
FBgn0053255	0	0	0	0	0	0	0	0	0
FBgn0262027	0	0	0	0	0	0	0	0	0
FBgn0267296	0	0	0	0	0	22	186	0	37
FBgn0053062	117	0	0	0	0	1	54	0	14
FBgn0023395	31	0	144	2	536	55	406	288	1
FBgn0266983	0	0	0	0	0	0	0	0	0
FBgn0036870	0	0	0	1	0	0	0	0	0
FBgn0036871	0	0	0	0	0	0	0	0	29
FBgn0052214	0	0	0	0	0	0	0	0	6
FBgn0052208	0	0	0	0	0	0	0	0	0
FBgn0036872	10	0	0	0	0	0	0	1	17
FBgn0267714	0	0	0	0	0	0	0	0	0
FBgn0036873	0	0	0	0	0	0	0	0	0
FBgn0052213	0	0	0	0	0	0	0	0	0
FBgn0052207	486	0	17	0	74	12	90	0	94
FBgn0262031	0	0	0	0	0	0	0	0	0
FBgn0036874	0	0	0	0	0	0	0	0	0
FBgn0062928	568	873	176	4	9	3	19	20	95
FBgn0052212	0	0	0	0	0	0	0	0	0
FBgn0036875	149	0	68	0	2	0	1	9	1
FBgn0036876	1403	1443	1797	1	0	0	0	1	120
FBgn0036877	0	110	19	1	0	0	0	0	0
FBgn0267295	108	1	0	14	0	0	0	16	87
FBgn0036878	0	0	0	0	0	0	0	0	0
FBgn0036879	0	0	0	0	0	0	0	0	0
